idVariable,fecha,valor
1,20/02/1998,30.647
1,23/02/1998,30.622
1,24/02/1998,30.572
1,25/02/1998,30.603
1,26/02/1998,31.513
1,27/02/1998,31.325
1,02/03/1998,30.825
1,03/03/1998,30.643
1,04/03/1998,30.652
1,05/03/1998,30.867
1,06/03/1998,30.716
1,09/03/1998,30.509
1,10/03/1998,30.267
1,11/03/1998,30.257
1,12/03/1998,30.571
1,13/03/1998,30.644
1,16/03/1998,30.122
1,17/03/1998,30.155
1,18/03/1998,29.992
1,19/03/1998,30.830
1,20/03/1998,30.864
1,23/03/1998,30.635
1,24/03/1998,30.600
1,25/03/1998,30.464
1,26/03/1998,30.556
1,27/03/1998,30.839
1,30/03/1998,30.202
1,31/03/1998,29.993
1,01/04/1998,30.870
1,02/04/1998,30.860
1,03/04/1998,30.375
1,06/04/1998,30.171
1,07/04/1998,30.409
1,08/04/1998,29.955
1,13/04/1998,30.725
1,14/04/1998,30.546
1,15/04/1998,30.549
1,16/04/1998,30.680
1,17/04/1998,30.845
1,20/04/1998,30.700
1,21/04/1998,31.520
1,22/04/1998,31.354
1,23/04/1998,30.233
1,24/04/1998,30.339
1,27/04/1998,30.293
1,28/04/1998,30.373
1,29/04/1998,30.190
1,30/04/1998,29.941
1,04/05/1998,30.905
1,05/05/1998,31.065
1,06/05/1998,31.056
1,07/05/1998,31.174
1,08/05/1998,31.385
1,11/05/1998,31.577
1,12/05/1998,31.465
1,13/05/1998,31.519
1,14/05/1998,31.329
1,15/05/1998,31.336
1,18/05/1998,30.934
1,19/05/1998,30.868
1,20/05/1998,31.164
1,21/05/1998,31.178
1,22/05/1998,31.535
1,26/05/1998,31.880
1,27/05/1998,31.628
1,28/05/1998,31.782
1,29/05/1998,30.462
1,01/06/1998,31.266
1,02/06/1998,31.486
1,03/06/1998,31.523
1,04/06/1998,31.903
1,05/06/1998,32.043
1,09/06/1998,32.082
1,10/06/1998,32.041
1,11/06/1998,32.315
1,12/06/1998,32.306
1,16/06/1998,32.065
1,17/06/1998,32.091
1,18/06/1998,32.124
1,19/06/1998,32.175
1,22/06/1998,31.839
1,23/06/1998,31.667
1,24/06/1998,31.900
1,25/06/1998,31.261
1,26/06/1998,30.980
1,29/06/1998,30.980
1,30/06/1998,30.919
1,01/07/1998,32.140
1,02/07/1998,32.459
1,03/07/1998,32.444
1,06/07/1998,33.259
1,07/07/1998,33.374
1,08/07/1998,33.811
1,10/07/1998,33.859
1,13/07/1998,33.923
1,14/07/1998,33.623
1,15/07/1998,33.523
1,16/07/1998,33.685
1,17/07/1998,33.808
1,20/07/1998,33.516
1,21/07/1998,34.030
1,22/07/1998,33.908
1,23/07/1998,34.220
1,24/07/1998,34.572
1,27/07/1998,34.500
1,28/07/1998,33.907
1,29/07/1998,34.139
1,30/07/1998,34.397
1,31/07/1998,33.513
1,03/08/1998,34.140
1,04/08/1998,34.198
1,05/08/1998,34.712
1,06/08/1998,34.849
1,07/08/1998,34.808
1,10/08/1998,34.437
1,11/08/1998,34.354
1,12/08/1998,34.328
1,13/08/1998,32.927
1,14/08/1998,32.812
1,18/08/1998,32.764
1,19/08/1998,32.681
1,20/08/1998,32.623
1,21/08/1998,32.804
1,24/08/1998,32.921
1,25/08/1998,32.776
1,26/08/1998,32.635
1,27/08/1998,32.462
1,28/08/1998,32.499
1,31/08/1998,31.766
1,01/09/1998,32.496
1,02/09/1998,32.622
1,03/09/1998,32.443
1,04/09/1998,32.456
1,07/09/1998,32.484
1,08/09/1998,31.918
1,09/09/1998,32.172
1,10/09/1998,31.944
1,11/09/1998,31.994
1,14/09/1998,31.881
1,15/09/1998,31.537
1,16/09/1998,31.428
1,17/09/1998,31.791
1,18/09/1998,31.545
1,21/09/1998,31.508
1,22/09/1998,31.649
1,23/09/1998,31.706
1,24/09/1998,31.619
1,25/09/1998,32.226
1,28/09/1998,32.118
1,29/09/1998,31.556
1,30/09/1998,30.716
1,01/10/1998,31.164
1,02/10/1998,31.425
1,05/10/1998,31.463
1,06/10/1998,31.429
1,07/10/1998,31.591
1,08/10/1998,31.446
1,09/10/1998,31.518
1,13/10/1998,31.524
1,14/10/1998,31.554
1,15/10/1998,31.248
1,16/10/1998,31.137
1,19/10/1998,31.026
1,20/10/1998,31.183
1,21/10/1998,31.065
1,22/10/1998,30.944
1,23/10/1998,31.462
1,26/10/1998,31.286
1,27/10/1998,31.011
1,28/10/1998,30.873
1,29/10/1998,30.647
1,30/10/1998,30.283
1,02/11/1998,30.801
1,03/11/1998,30.907
1,04/11/1998,30.990
1,05/11/1998,30.798
1,06/11/1998,31.002
1,09/11/1998,30.885
1,10/11/1998,30.971
1,11/11/1998,30.897
1,12/11/1998,30.902
1,13/11/1998,30.930
1,16/11/1998,31.138
1,17/11/1998,32.234
1,18/11/1998,32.358
1,19/11/1998,31.142
1,20/11/1998,31.230
1,23/11/1998,31.152
1,24/11/1998,31.188
1,25/11/1998,31.621
1,26/11/1998,31.621
1,27/11/1998,31.059
1,30/11/1998,30.468
1,01/12/1998,31.303
1,02/12/1998,31.646
1,03/12/1998,31.667
1,04/12/1998,32.758
1,07/12/1998,32.897
1,09/12/1998,32.771
1,10/12/1998,32.939
1,11/12/1998,34.085
1,14/12/1998,32.752
1,15/12/1998,32.848
1,16/12/1998,32.891
1,17/12/1998,33.125
1,18/12/1998,32.962
1,21/12/1998,32.752
1,22/12/1998,32.540
1,23/12/1998,33.890
1,24/12/1998,33.636
1,28/12/1998,33.128
1,29/12/1998,32.508
1,30/12/1998,31.736
1,04/01/1999,32.947
